NumberOfFrames=1000
size=1000,1000
                                     positionX|                                     positionY|                                     velocityX|                                     velocityY|                                          mass|radius
       200.0                                  |       200.0                                  |         0.0                                  |         0.0                                  |        20.0                                  |   20
       553.67694091796875                     |       447.753143310546875                    |         0.863524258136749267578125           |         1.26323401927947998046875            |         1.0                                  |    5
       344.667572021484375                    |       224.5075531005859375                   |        -0.595151484012603759765625           |        -1.163661956787109375                 |         1.0                                  |    5
       850.61444091796875                     |       443.35430908203125                     |        -0.095509111881256103515625           |        -1.77398693561553955078125            |         1.0                                  |    5
       312.98486328125                        |       874.2335205078125                      |        -2.1163933277130126953125             |         0.3144998848438262939453125          |         1.0                                  |    5
       985.7706298828125                      |       653.3546142578125                      |         2.008828639984130859375              |        -2.2743294239044189453125             |         1.0                                  |    5
       461.390716552734375                    |       201.6580047607421875                   |         0.54934585094451904296875            |        -0.2181004583835601806640625          |         1.0                                  |    5
       613.66412353515625                     |       658.67791748046875                     |         1.84328329563140869140625            |        -1.14021742343902587890625            |         1.0                                  |    5
       851.652587890625                       |       515.3248291015625                      |        -0.30785644054412841796875            |        -1.04578077793121337890625            |         1.0                                  |    5
       902.21221923828125                     |       823.248046875                          |        -2.3291409015655517578125             |        -1.863996028900146484375              |         1.0                                  |    5
       896.9886474609375                      |       905.35302734375                        |        -0.5261986255645751953125             |         0.21724666655063629150390625         |         1.0                                  |    5
       668.4013671875                         |       337.941497802734375                    |         0.21635282039642333984375            |        -1.92948186397552490234375            |         1.0                                  |    5
       661.67791748046875                     |       755.17401123046875                     |         2.4993894100189208984375             |        -0.096367530524730682373046875        |         1.0                                  |    5
         7.690392017364501953125              |       727.2432861328125                      |         1.6634552478790283203125             |         1.01957237720489501953125            |         1.0                                  |    5
       879.4249267578125                      |       803.574951171875                       |         1.6961920261383056640625             |        -0.718527495861053466796875           |         1.0                                  |    5
       833.202392578125                       |       219.7290496826171875                   |        -1.81198942661285400390625            |         0.910878837108612060546875           |         1.0                                  |    5
       354.274749755859375                    |       113.70503997802734375                  |        -0.44328022003173828125               |        -0.80319011211395263671875            |         1.0                                  |    5
        10.18674182891845703125               |       193.7736663818359375                   |        -1.30947387218475341796875            |        -0.08230341970920562744140625         |         1.0                                  |    5
       840.47174072265625                     |       944.12628173828125                     |         0.80544793605804443359375            |        -2.0930283069610595703125             |         1.0                                  |    5
       263.331451416015625                    |       360.016571044921875                    |        -0.62656307220458984375               |        -1.87525689601898193359375            |         1.0                                  |    5
       652.90667724609375                     |       495.816375732421875                    |         1.46369135379791259765625            |         1.78385698795318603515625            |         1.0                                  |    5
       658.798583984375                       |       389.2750244140625                      |        -1.14877212047576904296875            |        -1.87039852142333984375               |         1.0                                  |    5
       680.6260986328125                      |       731.7000732421875                      |        -0.4659472405910491943359375          |        -2.000823497772216796875              |         1.0                                  |    5
       982.08050537109375                     |       675.7427978515625                      |        -1.050242900848388671875              |         0.92742717266082763671875            |         1.0                                  |    5
       769.40216064453125                     |       710.03350830078125                     |        -1.5452773571014404296875             |         0.3071675598621368408203125          |         1.0                                  |    5
       919.53369140625                        |       207.4616851806640625                   |        -1.95066988468170166015625            |        -0.13206349313259124755859375         |         1.0                                  |    5
       519.926025390625                       |       516.14251708984375                     |         0.680597364902496337890625           |        -2.239048004150390625                 |         1.0                                  |    5
        74.08679962158203125                  |       748.28118896484375                     |        -0.2827122211456298828125             |         0.1285846233367919921875             |         1.0                                  |    5
       433.3837890625                         |       711.71832275390625                     |         1.00765323638916015625               |        -0.7925808429718017578125             |         1.0                                  |    5
       424.503631591796875                    |       283.46075439453125                     |        -2.3927576541900634765625             |         2.32287311553955078125               |         1.0                                  |    5
       834.702392578125                       |       287.998565673828125                    |         0.7827103137969970703125             |        -1.1513831615447998046875             |         1.0                                  |    5
       779.8448486328125                      |       142.6106719970703125                   |        -0.02198199369013309478759765625      |        -1.6663515567779541015625             |         1.0                                  |    5
       657.654296875                          |       969.89691162109375                     |        -0.9563996791839599609375             |         0.23936212062835693359375            |         1.0                                  |    5
       171.3634033203125                      |       809.49481201171875                     |        -1.49840295314788818359375            |        -0.245723724365234375                 |         1.0                                  |    5
       387.26873779296875                     |       321.3211669921875                      |        -0.81698334217071533203125            |        -1.7780563831329345703125             |         1.0                                  |    5
       748.78900146484375                     |       221.43853759765625                     |        -2.214967250823974609375              |         2.1576159000396728515625             |         1.0                                  |    5
       293.563995361328125                    |       876.5205078125                         |         0.836303174495697021484375           |        -1.1317703723907470703125             |         1.0                                  |    5
       970.6304931640625                      |       943.08599853515625                     |        -1.19050610065460205078125            |        -0.040782272815704345703125           |         1.0                                  |    5
       688.8424072265625                      |       229.6534423828125                      |         1.11332952976226806640625            |         0.696027815341949462890625           |         1.0                                  |    5
       546.79815673828125                     |       836.06097412109375                     |         0.9517176151275634765625             |        -0.59050929546356201171875            |         1.0                                  |    5
        26.4861431121826171875                |       469.757080078125                       |        -0.53689372539520263671875            |        -2.03345203399658203125               |         1.0                                  |    5
       443.2657470703125                      |       890.838134765625                       |        -0.708274662494659423828125           |         0.596604049205780029296875           |         1.0                                  |    5
       513.802734375                          |       253.66729736328125                     |         2.2779216766357421875                |        -1.9778215885162353515625             |         1.0                                  |    5
       938.89666748046875                     |       872.5350341796875                      |        -1.4361803531646728515625             |         0.603562057018280029296875           |         1.0                                  |    5
       231.6761016845703125                   |       722.31866455078125                     |         2.39333343505859375                  |         2.01075077056884765625               |         1.0                                  |    5
       471.357177734375                       |       225.2941741943359375                   |        -1.54808485507965087890625            |         1.055507659912109375                 |         1.0                                  |    5
       711.14093017578125                     |       813.073974609375                       |         1.78368198871612548828125            |         2.205009937286376953125              |         1.0                                  |    5
        95.50092315673828125                  |       560.3804931640625                      |         2.01744365692138671875               |         0.228784263134002685546875           |         1.0                                  |    5
       627.26177978515625                     |       949.24871826171875                     |        -1.8817312717437744140625             |        -1.08789527416229248046875            |         1.0                                  |    5
       821.52874755859375                     |       958.132568359375                       |        -0.055267371237277984619140625        |        -0.522642314434051513671875           |         1.0                                  |    5
       522.4755859375                         |        53.3645477294921875                   |         1.2983777523040771484375             |         1.12835633754730224609375            |         1.0                                  |    5
       986.96868896484375                     |       161.57354736328125                     |         0.23808081448078155517578125         |         1.57038128376007080078125            |         1.0                                  |    5
        19.44268035888671875                  |       106.73004150390625                     |        -0.44605767726898193359375            |         1.61173832416534423828125            |         1.0                                  |    5
       857.13824462890625                     |       784.73504638671875                     |         2.05444431304931640625               |         1.493886470794677734375              |         1.0                                  |    5
       281.658660888671875                    |       679.34149169921875                     |        -0.601978778839111328125              |         0.628500759601593017578125           |         1.0                                  |    5
        44.38254547119140625                  |       418.3349609375                         |         0.14366416633129119873046875         |         2.264282703399658203125              |         1.0                                  |    5
       349.020416259765625                    |       410.9095458984375                      |        -0.12185885012149810791015625         |         2.4476110935211181640625             |         1.0                                  |    5
       750.3651123046875                      |       925.17889404296875                     |         1.47639238834381103515625            |        -1.17639911174774169921875            |         1.0                                  |    5
       239.239471435546875                    |       582.19683837890625                     |        -0.60299205780029296875               |        -0.38465273380279541015625            |         1.0                                  |    5
       462.7347412109375                      |       465.135223388671875                    |         1.09109127521514892578125            |         0.281211376190185546875              |         1.0                                  |    5
