NumberOfFrames=1000
size=800,800
                                     positionX|                                     positionY|                                     velocityX|                                     velocityY|                                          mass|radius
       200.0                                  |       200.0                                  |         0.0                                  |         0.0                                  |        20.0                                  |   20
       512.8607177734375                      |       657.24188232421875                     |        -0.57447397708892822265625            |         0.0064460434950888156890869140625    |         1.0                                  |    5
       212.3135833740234375                   |       734.12890625                           |         2.433424472808837890625              |        -0.438030540943145751953125           |         1.0                                  |    5
       193.834930419921875                    |       537.3773193359375                      |         0.743451893329620361328125           |        -1.705824375152587890625              |         1.0                                  |    5
       482.321563720703125                    |       113.5990142822265625                   |        -1.670270442962646484375              |         1.2720162868499755859375             |         1.0                                  |    5
       785.48529052734375                     |        96.5880584716796875                   |        -1.15138161182403564453125            |        -0.7769796848297119140625             |         1.0                                  |    5
       282.0662841796875                      |       133.6477813720703125                   |        -0.806059300899505615234375           |        -1.2207415103912353515625             |         1.0                                  |    5
       125.17156219482421875                  |       793.76214599609375                     |        -1.70681095123291015625               |         0.4090253412723541259765625          |         1.0                                  |    5
       514.6549072265625                      |       768.96856689453125                     |         1.66751873493194580078125            |        -1.62171638011932373046875            |         1.0                                  |    5
       731.414306640625                       |       344.2276611328125                      |         1.34792327880859375                  |         1.12830579280853271484375            |         1.0                                  |    5
       131.7605743408203125                   |       734.36700439453125                     |         2.421206951141357421875              |        -2.4398577213287353515625             |         1.0                                  |    5
       556.0191650390625                      |       591.09234619140625                     |         0.877280712127685546875              |        -0.22042047977447509765625            |         1.0                                  |    5
       474.8765869140625                      |        40.17467498779296875                  |        -0.976755201816558837890625           |        -0.09617890417575836181640625         |         1.0                                  |    5
       335.700439453125                       |       282.487518310546875                    |        -0.8530576229095458984375             |        -0.8890578746795654296875             |         1.0                                  |    5
       188.9474029541015625                   |       663.719482421875                       |         0.13599671423435211181640625         |        -0.09382665157318115234375            |         1.0                                  |    5
       390.276824951171875                    |       107.85176849365234375                  |        -0.74971866607666015625               |        -1.18939459323883056640625            |         1.0                                  |    5
       609.122314453125                       |       325.0452880859375                      |         1.3344638347625732421875             |        -1.14932501316070556640625            |         1.0                                  |    5
       668.57635498046875                     |       378.750518798828125                    |        -1.30870711803436279296875            |        -1.6237697601318359375                |         1.0                                  |    5
       295.16632080078125                     |       352.944366455078125                    |         0.4740430414676666259765625          |        -2.175645351409912109375              |         1.0                                  |    5
       109.005828857421875                    |       209.0638580322265625                   |         0.73305094242095947265625            |         0.539174735546112060546875           |         1.0                                  |    5
       389.388336181640625                    |       701.70330810546875                     |         0.8041532039642333984375             |        -1.96067965030670166015625            |         1.0                                  |    5
       553.69879150390625                     |       540.16436767578125                     |        -1.68298244476318359375               |        -1.0268566608428955078125             |         1.0                                  |    5
       509.410430908203125                    |       408.916473388671875                    |         2.2174499034881591796875             |        -2.07046413421630859375               |         1.0                                  |    5
       716.7945556640625                      |       233.21978759765625                     |        -1.30999886989593505859375            |        -2.34829425811767578125               |         1.0                                  |    5
       458.522705078125                       |       575.03082275390625                     |        -1.26677608489990234375               |        -1.03442966938018798828125            |         1.0                                  |    5
       774.78082275390625                     |       325.39306640625                        |         0.575414836406707763671875           |        -1.8900630474090576171875             |         1.0                                  |    5
       640.4268798828125                      |       107.96949005126953125                  |        -1.9309904575347900390625             |         2.39058399200439453125               |         1.0                                  |    5
       601.7783203125                         |       214.4398345947265625                   |        -1.54264819622039794921875            |         2.3723576068878173828125             |         1.0                                  |    5
